Date,Open,High,Low,Close,Volume,Market Cap
"Aug 14, 2021",22.73,23.48,21.87,22.86,1618443546,22543643241
"Aug 15, 2021",22.86,23.34,21.87,23.17,1302613173,22861284471
"Aug 16, 2021",23.17,25.65,22.9,24.54,2668518584,24212138384
"Aug 17, 2021",24.43,27.39,23.09,23.53,3257290651,23229294876
"Aug 18, 2021",23.52,25.13,22.73,23.95,2397153468,23643268473
"Aug 19, 2021",23.89,26.81,23.48,26.55,2276827143,26218252225
"Aug 20, 2021",26.55,28.44,26.12,28.15,2387493287,27797349624
"Aug 21, 2021",28.17,29.35,27.54,27.87,2047070057,27527130273
"Aug 22, 2021",27.89,28.52,26.61,27.74,1752533688,27392362947
"Aug 23, 2021",27.69,28.64,27.38,27.89,1729002173,27544879796
"Aug 24, 2021",27.93,28.17,24.43,25.08,2018934382,24769917525
"Aug 25, 2021",25.1,26.53,24.61,25.94,1846569890,25613238124
"Aug 26, 2021",26,26.38,23.56,23.98,1685733118,23683627114
"Aug 27, 2021",23.96,26.74,23.46,26.57,1736385099,26239739783
"Aug 28, 2021",26.57,26.75,25.5,25.97,1084058904,25644216561
"Aug 29, 2021",25.97,26.47,25.32,25.73,1004630100,25413296861
"Aug 30, 2021",25.73,27.56,24.42,26.04,1847373258,25721225333
"Aug 31, 2021",26.05,31.91,25.68,31.47,5433775562,31079140407
"Sep 01, 2021",31.45,33.78,29.68,33.14,3610653475,32727865352
"Sep 02, 2021",33.19,33.19,31.36,31.81,2159617235,31419551546
